district,dem.house.2018,gop.house.2018,total.turnout.2018.house,pct_reported,precincts_reporting,precincts_total,uncontested,dem.turnout.2018.house,rep.turnout.2018.house,dem.house.margin.2018,dem.house.2016,gop.house.2016,dem.house.margin.2016,dem.house.2012,gop.house.2012,dem.house.margin.2012,dem.house.2014,gop.house.2014,dem.house.margin.2014,total.turnout.2016.house,dem.turnout.2016.house,rep.turnout.2016.house,total.turnout.2014.house,dem.turnout.2014.house,rep.turnout.2014.house,dem.turnout.2012.house,rep.turnout.2012.house,total.turnout.2012.house,obama.2008,mccain.2008,obama.margin.2008,obama.2012,romney.2012,obama.margin.2012,clinton.2016,trump.2016,clinton.margin.2016,total.pres.turnout.2016,clinton.turnout.2016,trump.turnout.2016,obama_trump,romney_clinton,too_early,stcode,abbcode,anycong,nocong,evanprot,catholic,mainprot,other,congsession,yrelected,stateabbr,cdnum,educ.coll,educ.hs,educ.no_hs,educ.some_coll,asian,black,race.oth,white,cd_num,fips_cd113,prohibit_taxpayer_abortion,cut_defense_spending,gun_control_background_checks,race_problems_isolated,attitudes_deport_immig,obamacare_repeal,white_people_advantage,abortion_always_legal,min_wage_12,full_name,prob_rep_win,proj_dem_2party,prob_dem_win,proj_rep_2party,econ.proj.dem.margin.2018,density_type,high_minus_low_density,High.density,Medium.density,Low.density,Very.low.density,density_type.slim,swing_obama_clinton,swing_house_dems,race_called,uncontested_2016,uncontested_2012,region,D.Polling.Margin
TX-04,0.230295492,0.756954001,249245,1,367,367,0,57400,188667,-0.526658509,0,0.88,-0.88,0.248,0.752,-0.504,0,1,-1,246220,0,216643,115085,0,115085,60214,182679,242893,0.29,0.7,-0.41,0.25,0.74,-0.49,0.22,0.75,-0.54,279188,60841,210587,0,0,0,48,TX04,61.555481,38.444519,43.492302,6.7758298,6.5927849,4.6945643,116,2018,TX,4,18.98097138,32.64233734,16.29108943,32.08560185,0.854700855,10.56882879,8.292055963,80.28441439,365,4804,0.595632934,0.335034957,0.882398958,0.234489162,0.638466931,0.726524645,0.332249921,0.455252367,0.462571562,Texas 4th,1,0.21940078,0,0.78059922,-0.56119844,Pure rural,-0.598125188,0,0.057080414,0.344794397,0.598125188,Rural,-0.05,0.12,1,-1,0,South,NA
TX-05,0.375883373,0.624116627,209283,1,242,242,0,78666,130617,-0.248233254,0,0.806,-0.806,0.34,0.66,-0.32,0,0.854,-0.854,192875,0,155469,104262,0,88998,69178,134091,203269,0.37,0.62,-0.25,0.34,0.65,-0.3,0.34,0.63,-0.28,232735,79759,145841,0,0,0,48,TX05,55.857239,44.142761,30.642109,13.412453,5.9953351,5.8073421,116,2018,TX,5,17.93427627,31.34651603,21.16954357,29.54966413,1.641142465,14.1250611,9.802894366,74.43090207,366,4805,0.617244955,0.34605131,0.870272778,0.309803037,0.403075493,0.721295892,0.442169541,0.581390752,0.627764083,Texas 5th,0.9899,0.365704974,0.0101,0.634295026,-0.268590053,Rural-suburban mix,-0.218719625,0.113205966,0.269122404,0.285746038,0.331925591,Rural,0.02,0.048,1,-1,0,South,NA
TX-06,0.454417635,0.531010537,256042,1,254,254,0,116350,135961,-0.076592903,0.39,0.583,-0.193,0.403,0.597,-0.194,0.364,0.612,-0.247,273296,106667,159444,150996,55027,92334,98053,145019,243072,0.42,0.57,-0.15,0.41,0.58,-0.17,0.42,0.54,-0.12,274848,115272,148945,0,0,0,48,TX06,54.355728,45.644272,30.822161,10.703692,7.5250945,5.3047805,116,2018,TX,6,28.52564763,24.87690649,13.01506422,33.58238166,4.793851564,17.72537971,9.978946958,67.50182176,367,4806,0.52085443,0.230841629,0.842386871,0.278195131,0.47803026,0.609478745,0.537007062,0.5625131,0.61457133,Texas 6th,0.8313,0.457147739,0.1687,0.542852261,-0.085704522,Dense suburban,-0.081904324,0.05401192,0.538002918,0.272068919,0.135916244,Suburban,0.05,0.054,1,0,0,South,-7.252476264
TX-07,0.525281095,0.474718905,243601,1,153,153,0,127959,115642,0.05056219,0.438,0.562,-0.124,0.375,0.625,-0.25,0.346,0.633,-0.287,255533,111991,143542,143219,49478,90606,85553,142793,228346,0.4,0.59,-0.19,0.39,0.6,-0.21,0.49,0.47,0.01,257308,124722,121204,0,1,0,48,TX07,58.3946,41.6054,26.323709,18.128368,6.8138742,7.1286478,116,2018,TX,7,47.11122596,15.61994276,11.58531645,25.68351484,9.154942503,11.87810164,12.00432023,66.96263562,368,4807,0.457187683,0.365253819,0.871569765,0.230434954,0.404384942,0.558298942,0.586560646,0.588576228,0.646890546,Texas 7th,0.4909,0.500820345,0.5091,0.499179655,0.001640689,Urban-suburban mix,0.469866255,0.47058403,0.433006706,0.09569149,0.000717775,Urban,0.22,0.163,1,0,0,South,-1.701945973
TX-08,0.248672988,0.734410806,273170,1,218,218,0,67930,200619,-0.485737819,0,1,-1,0.208,0.792,-0.584,0,0.893,-0.893,236379,0,236379,140013,0,125066,51051,194043,245094,0.26,0.73,-0.47,0.22,0.77,-0.55,0.24,0.73,-0.49,295099,70532,214605,0,0,0,48,TX08,49.581581,50.418419,26.189533,12.628454,6.2736611,4.4899325,116,2018,TX,8,26.04180412,27.61099821,15.27231621,31.07488146,2.113491483,8.197303793,7.739157697,81.95004703,369,4808,0.588568874,0.316383064,0.905194957,0.235648724,0.589357216,0.718023622,0.37082068,0.443975833,0.541350111,Texas 8th,1,0.213581938,0,0.786418062,-0.572836124,Rural-suburban mix,-0.288442862,0,0.181240227,0.530316911,0.288442862,Rural,0.06,-0.107,1,-1,0,South,NA
TX-09,0.890556271,0,153001,1,191,191,1,136256,0,1,0.806,0.194,0.612,0.799,0.201,0.598,0.908,0,0.908,188523,152032,36491,86003,78109,0,144075,36139,180214,0.76,0.23,0.53,0.78,0.21,0.57,0.79,0.18,0.61,191042,151559,34447,0,0,0,48,TX09,54.635372,45.364628,23.559889,17.236023,6.8685169,6.9709435,116,2018,TX,9,23.12914285,25.25113006,23.83341295,27.78631415,10.93924669,38.50959538,14.05771098,36.49344695,370,4809,0.327762153,0.389010302,0.8787649,0.236648806,0.379215266,0.409426653,0.769381497,0.702606276,0.810479355,Texas 9th,0,1,1,0,1,Urban-suburban mix,0.4675829,0.4675829,0.387478362,0.144938738,0,Urban,0.04,-0.296,1,0,0,South,NA
TX-10,0.467905674,0.510566,307827,1,331,331,0,144034,157166,-0.042660325,0.384,0.573,-0.189,0.375,0.625,-0.25,0.341,0.622,-0.28,312600,120170,179221,176460,60243,109726,95710,159783,255493,0.43,0.56,-0.13,0.39,0.59,-0.2,0.43,0.52,-0.09,315133,135984,164912,0,0,0,48,TX10,52.933601,47.066399,20.65053,18.442446,8.1121941,5.7284317,116,2018,TX,10,34.99621703,23.45241203,13.19747094,28.3539,4.408450428,10.04356237,10.96716304,74.58082416,371,4810,0.573987438,0.332135113,0.873778364,0.294231162,0.457811132,0.609400091,0.47163261,0.553400932,0.595079725,Texas 10th,0.853,0.455870079,0.147,0.544129921,-0.088259842,Rural-suburban mix,-0.175019944,0.119358557,0.31008305,0.276179891,0.294378501,Rural,0.11,0.091,1,0,0,South,-0.999173489
TX-11,0.18437042,0.801367656,220377,1,286,286,0,40631,176603,-0.616997237,0,0.895,-0.895,0.191,0.809,-0.618,0,0.903,-0.903,225548,0,201871,119574,0,107939,41970,177742,219712,0.23,0.76,-0.53,0.2,0.79,-0.6,0.19,0.78,-0.59,248860,47468,193620,0,0,0,48,TX11,62.68531,37.31469,39.188404,13.694419,7.3419809,2.4605064,116,2018,TX,11,18.46335473,30.51845694,19.88313661,31.13505172,0.739576722,3.675654365,9.655600511,85.9291684,372,4811,0.589569174,0.273121278,0.843803466,0.295501851,0.532251415,0.719010697,0.368729977,0.451138331,0.531444077,Texas 11th,0.9999,0.194874163,1E-04,0.805125837,-0.610251674,Rural-suburban mix,-0.38657295,0.007323871,0.331456906,0.267322402,0.393896821,Rural,0.01,0.008,1,-1,0,South,NA
TX-12,0.338908939,0.642691934,268491,1,270,270,0,90994,172557,-0.303782995,0.269,0.694,-0.425,0.273,0.727,-0.454,0.263,0.713,-0.45,283115,76029,196482,158730,41757,113186,66080,175649,241729,0.35,0.64,-0.29,0.32,0.67,-0.35,0.33,0.63,-0.3,282691,92549,177939,0,0,0,48,TX12,54.748959,45.251041,32.402058,9.6380472,7.6022749,5.1065788,116,2018,TX,12,27.79364989,26.18905947,13.16551673,32.85177391,3.031437595,8.071028615,9.939719209,78.95781458,373,4812,0.569203088,0.305493287,0.873502883,0.332738914,0.568756999,0.672525022,0.386393526,0.48290227,0.587782733,Texas 12th,0.9998,0.32213876,0.0002,0.67786124,-0.355722479,Sparse suburban,-0.039402722,0.107925223,0.434928808,0.309818024,0.147327945,Suburban,0.05,0.025,1,0,0,South,-31.33570667
TX-13,0.169250066,0.815432858,207285,1,406,406,0,35083,169027,-0.646182792,0,0.9,-0.9,0,1,-1,0.128,0.843,-0.715,221242,0,199050,131451,16822,110842,0,187775,187775,0.22,0.77,-0.55,0.19,0.8,-0.62,0.17,0.8,-0.63,238846,40253,190838,0,0,0,48,TX13,66.71579,33.28421,46.668579,9.148283,7.3125052,3.5864224,116,2018,TX,13,19.20016647,30.59062289,17.9332674,32.27594324,1.684097147,5.293658129,9.508669426,83.5135753,374,4813,0.56701027,0.290913308,0.864925858,0.264240831,0.587790209,0.736436744,0.31958189,0.38099384,0.502464765,Texas 13th,0.9998,0.181357013,0.0002,0.818642987,-0.637285974,Rural-suburban mix,-0.381177131,0.014957737,0.276168168,0.312739229,0.396134867,Rural,-0.01,-0.185,1,-1,-1,South,NA
TX-14,0.393181198,0.59243246,234528,1,103,103,0,92212,138942,-0.199251262,0.381,0.619,-0.238,0.455,0.545,-0.09,0.361,0.619,-0.258,259685,99054,160631,145698,52545,90116,109697,131460,241157,0.42,0.57,-0.15,0.4,0.59,-0.2,0.38,0.58,-0.2,263381,101228,153191,0,0,0,48,TX14,63.270428,36.729572,26.714863,22.086369,5.9258199,8.5433769,116,2018,TX,14,22.04844625,29.09432253,15.81712215,33.04010907,2.75308425,20.05567467,7.904537626,69.28670346,375,4814,0.607499725,0.343657977,0.870209126,0.238792997,0.442706096,0.651448854,0.460598437,0.492848927,0.642667555,Texas 14th,0.9685,0.417474603,0.0315,0.582525397,-0.165050793,Sparse suburban,-0.16690641,0.040114592,0.413132072,0.339732334,0.207021002,Suburban,0,0.02,1,0,0,South,NA
TX-15,0.596673584,0.387507433,164802,1,169,169,0,98333,63862,0.209166151,0.573,0.377,0.196,0.623,0.377,0.246,0.54,0.433,0.108,177479,101712,66877,90184,48708,39016,89296,54056,143352,0.57,0.42,0.15,0.57,0.42,0.16,0.57,0.4,0.17,184358,104454,73689,0,0,0,48,TX15,47.890648,52.109352,11.29208,32.028412,2.6015794,1.9685767,116,2018,TX,15,17.50324627,25.78004717,32.57725123,24.13945533,1.184703245,1.683191113,13.040776,84.09132964,376,4815,0.619970864,0.345162958,0.846217692,0.199327208,0.381026245,0.686230967,0.564223445,0.493520194,0.683187602,Texas 15th,1E-04,0.667986031,0.9999,0.332013969,0.335972063,Sparse suburban,-0.1713338,0,0.282851185,0.545815016,0.1713338,Suburban,0.01,0.088,1,0,0,South,NA
TX-16,0.684807194,0.270357876,181711,1,174,174,0,124437,49127,0.414449318,0.857,0,0.857,0.665,0.335,0.33,0.675,0.292,0.383,175229,150228,0,73105,49338,21324,101403,51043,152446,0.64,0.35,0.29,0.64,0.35,0.3,0.68,0.27,0.41,192692,130784,52334,0,0,0,48,TX16,57.725315,42.274685,10.873206,43.208805,1.2671001,2.3762038,116,2018,TX,16,21.98265839,23.82733185,24.25595773,29.93405202,1.152535383,3.441583231,16.66202234,78.74385904,377,4816,0.479337411,0.340725494,0.928217809,0.179034029,0.336969775,0.610335789,0.598428089,0.637727577,0.700520257,Texas 16th,0.0003,0.752031681,0.9997,0.247968319,0.504063361,Dense suburban,0.197419682,0.222107551,0.478476443,0.274728137,0.024687869,Suburban,0.11,0.474,1,1,0,South,NA
TX-17,0.413185535,0.568107992,237351,1,333,333,0,98070,134841,-0.154922457,0.352,0.608,-0.256,0,1,-1,0.324,0.646,-0.322,245728,86603,149417,132865,43049,85807,0,143284,143284,0.41,0.58,-0.17,0.38,0.6,-0.23,0.39,0.56,-0.18,247625,96156,139415,0,0,0,48,TX17,51.351818,48.648182,26.316778,12.493743,7.8768463,4.6644506,116,2018,TX,17,27.88480965,26.43855649,16.10384737,29.57278648,4.205159271,13.23206062,9.255753558,73.30702655,378,4817,0.56337213,0.251626444,0.771956863,0.224370019,0.422703474,0.644083898,0.516338994,0.515846368,0.63362181,Texas 17th,0.9925,0.395481288,0.0075,0.604518712,-0.209037424,Rural-suburban mix,-0.231001947,0.084145878,0.314597389,0.286108908,0.315147825,Rural,0.05,0.066,1,0,-1,South,-14.9413882
TX-18,0.752468372,0.208146171,184332,1,244,244,0,138704,38368,0.544322201,0.735,0.236,0.499,0.769,0.231,0.538,0.718,0.248,0.47,204308,150157,48306,106010,76097,26249,146223,44015,190238,0.77,0.23,0.54,0.76,0.23,0.53,0.77,0.2,0.57,205514,157117,41011,0,0,0,48,TX18,58.3946,41.6054,26.323709,18.128368,6.8138742,7.1286478,116,2018,TX,18,18.67748279,28.30945357,27.12131854,25.8917451,3.564011938,39.60719739,11.98455407,44.84423661,379,4818,0.407155066,0.384850793,0.846520036,0.20897904,0.341407442,0.451243918,0.741745532,0.694800904,0.836586023,Texas 18th,0,0.802562289,1,0.197437711,0.605124578,Dense suburban,0.213301162,0.218713453,0.602402345,0.173471911,0.005412291,Suburban,0.04,0.029,1,0,0,South,NA
TX-19,0.247736218,0.752263782,201985,1,297,297,0,50039,151946,-0.504527564,0,0.867,-0.867,0,1,-1,0.184,0.771,-0.587,203475,0,176314,115825,21325,89326,0,163239,163239,0.28,0.71,-0.43,0.25,0.74,-0.49,0.24,0.73,-0.49,228008,53519,165384,0,0,0,48,TX19,65.400864,34.599136,41.652557,12.687301,8.3754692,2.6855364,116,2018,TX,19,21.00934117,28.16031976,20.99533292,29.83500615,1.19828275,5.799554653,13.33532257,79.66684003,380,4819,0.54003354,0.341798391,0.905109786,0.275651624,0.505407915,0.656196672,0.456719907,0.490165083,0.594787185,Texas 19th,1,0.238186627,0,0.761813373,-0.523626746,Rural-suburban mix,-0.318302746,0.060482888,0.317904467,0.242827011,0.378785634,Rural,0,-0.28,1,-1,-1,South,NA
TX-20,0.808534394,0,171963,1,255,255,1,139038,0,1,0.797,0,0.797,0.656,0.344,0.312,0.757,0,0.757,187669,149640,0,87964,66554,0,119032,62376,181408,0.58,0.41,0.17,0.59,0.4,0.19,0.61,0.34,0.27,216952,132363,74386,0,0,0,48,TX20,56.435165,43.564835,16.826366,30.839476,4.598568,4.1707554,116,2018,TX,20,22.16163973,25.97574343,20.4973893,31.36522754,2.396653392,4.790097479,17.3183882,75.49486093,381,4820,0.520228758,0.333423154,0.919083865,0.191440303,0.38640001,0.51715643,0.584210166,0.581866119,0.689283786,Texas 20th,0,1,1,0,1,Dense suburban,0.234617465,0.235494967,0.622116492,0.141511038,0.000877502,Suburban,0.08,0.04,1,1,0,South,NA
TX-21,0.476280835,0.502391005,353617,1,396,396,0,168421,177654,-0.02611017,0.364,0.57,-0.206,0.369,0.631,-0.262,0,0.718,-0.718,356031,129765,202967,188996,0,135660,109326,187015,296341,0.42,0.56,-0.14,0.38,0.6,-0.22,0.43,0.53,-0.1,358985,152528,188335,0,0,0,48,TX21,51.707745,48.292255,18.02632,22.074059,7.4103894,4.1969771,116,2018,TX,21,43.59743095,18.58294982,7.430464054,30.38915517,2.688551283,2.913131606,10.43887261,83.9594445,382,4821,0.568459108,0.319405706,0.869159469,0.2697814,0.414574893,0.593019243,0.512809719,0.558223729,0.557511817,Texas 21st,0.7691,0.473164406,0.2309,0.526835594,-0.053671187,Dense suburban,-0.109229753,0.17459023,0.360193109,0.181396678,0.283819983,Suburban,0.12,0.512,1,0,0,South,-9.330024904
TX-22,0.464528169,0.513609388,297405,1,134,134,0,138153,152750,-0.049081219,0.405,0.595,-0.19,0.333,0.667,-0.334,0.316,0.666,-0.35,305543,123679,181864,151566,47844,100861,80203,160668,240871,0.39,0.6,-0.21,0.37,0.62,-0.25,0.44,0.52,-0.08,306777,135525,159717,0,0,0,48,TX22,46.768158,53.231842,19.171244,15.017822,6.7268767,5.8522153,116,2018,TX,22,40.79958243,18.65842967,11.28376974,29.25821817,15.92292286,12.2965642,9.351866512,62.42864643,383,4822,0.509581437,0.39602605,0.900686627,0.25113254,0.417011931,0.626999413,0.52060896,0.527174837,0.547435475,Texas 22nd,0.8206,0.457100628,0.1794,0.542899372,-0.085798743,Sparse suburban,-0.013035387,0.068446135,0.436409187,0.413663155,0.081481522,Suburban,0.17,0.16,1,0,0,South,NA
TX-23,0.487263709,0.491671784,210069,1,342,342,0,102359,103285,-0.004408075,0.47,0.483,-0.013,0.372,0.628,-0.256,0.477,0.498,-0.021,228965,107526,110577,115429,55037,57459,96676,87547,184223,0.5,0.49,0.01,0.48,0.51,-0.03,0.5,0.46,0.03,231365,115154,107276,0,1,0,48,TX23,55.022663,44.977337,15.520492,32.941704,3.9042456,2.6562221,116,2018,TX,23,20.5430874,25.21663327,27.72882111,26.51145823,1.223155719,3.049044164,13.63344079,82.09435933,384,4823,0.581326908,0.27672145,0.894972395,0.188670825,0.440664095,0.685219836,0.521391856,0.545146513,0.568816378,Texas 23rd,0.9642,0.44502936,0.0358,0.55497064,-0.10994128,Rural-suburban mix,-0.348690674,0.015420858,0.245680677,0.374786934,0.364111532,Rural,0.06,0.008,1,0,0,South,-14.83047516
TX-24,0.484362672,0.515637328,258548,1,260,260,0,125231,133317,-0.031274657,0.393,0.562,-0.169,0.371,0.629,-0.258,0.323,0.65,-0.327,275635,108389,154845,144073,46548,93712,87645,148586,236231,0.41,0.58,-0.17,0.38,0.6,-0.22,0.45,0.51,-0.06,276137,122872,140128,0,0,0,48,TX24,55.749294,44.250706,27.395908,14.079924,7.000627,7.2728353,116,2018,TX,24,42.40244553,18.12541728,10.90955662,28.56258057,10.49369312,9.972677971,12.26385274,67.26977617,385,4824,0.518163679,0.29599414,0.917405799,0.242602756,0.420143802,0.583221648,0.536654365,0.534122902,0.539973538,Texas 24th,0.8938,0.444615494,0.1062,0.555384506,-0.110769012,Dense suburban,0.339427994,0.33953859,0.494127083,0.166223731,0.000110596,Suburban,0.16,0.158,1,0,0,South,NA
TX-25,0.447820248,0.535286141,304553,1,322,322,0,136385,163023,-0.087465893,0.377,0.583,-0.206,0.391,0.609,-0.218,0.362,0.602,-0.24,310196,117073,180988,177883,64463,107120,98827,154245,253072,0.43,0.56,-0.13,0.38,0.6,-0.22,0.4,0.55,-0.15,313111,125949,172476,0,0,0,48,TX25,46.659607,53.340393,26.811365,9.7305012,6.3023133,3.8154273,116,2018,TX,25,33.57831002,24.22693574,11.63831672,30.55643752,2.5497308,7.315904188,8.115630154,82.01873486,386,4825,0.487441381,0.349405267,0.917582428,0.236248687,0.444148519,0.601498832,0.520867282,0.542777822,0.606246031,Texas 25th,0.8652,0.45199173,0.1348,0.54800827,-0.09601654,Rural-suburban mix,-0.299371465,0.042932359,0.229142887,0.385620929,0.342303824,Rural,0.07,0.034,1,0,0,South,NA
TX-26,0.390195357,0.5937537,312505,1,195,195,0,121938,185551,-0.203558343,0.296,0.664,-0.368,0.296,0.704,-0.408,0,0.827,-0.827,319080,94507,211730,141470,0,116944,74237,176642,250879,0.35,0.64,-0.29,0.31,0.68,-0.37,0.34,0.61,-0.27,318854,109536,194033,0,0,0,48,TX26,43.381325,56.618675,26.357517,7.6589642,5.6294618,3.7353816,116,2018,TX,26,39.31650882,19.13311617,8.259160938,33.29121408,4.749871181,6.413970596,11.28800171,77.54815651,387,4826,0.603831549,0.352211911,0.848980712,0.236975247,0.452589053,0.634786848,0.469529093,0.49554598,0.56291397,Texas 26th,0.9992,0.345106006,0.0008,0.654893994,-0.309787987,Sparse suburban,-0.020147539,0.061856657,0.491452104,0.364687043,0.082004196,Suburban,0.1,0.459,1,0,0,South,NA
TX-27,0.36606226,0.603207968,207421,1,305,305,0,75929,125118,-0.237145708,0.383,0.617,-0.234,0.409,0.591,-0.182,0.337,0.636,-0.299,230580,88329,142251,131047,44152,83342,83395,120684,204079,0.4,0.59,-0.19,0.38,0.61,-0.22,0.37,0.6,-0.24,234367,85589,140787,0,0,0,48,TX27,63.090168,36.909832,22.278397,31.36307,5.9145751,3.5341268,116,2018,TX,27,18.23234404,29.79040125,20.78354754,31.19370716,1.276660518,5.426854558,10.66532419,82.63116074,388,4827,0.653552887,0.276719638,0.879892276,0.289555168,0.514588776,0.694105084,0.399018617,0.48310291,0.551582274,Texas 27th,0.989,0.352578463,0.011,0.647421537,-0.294843074,Rural-suburban mix,-0.225955407,0.120296134,0.2845267,0.248925625,0.346251541,Rural,-0.02,0.065,1,0,0,South,NA
TX-28,0.843908465,0,139226,1,308,308,1,117494,0,1,0.662,0.313,0.349,0.695,0.305,0.39,0.821,0,0.821,184442,122086,57740,76136,62508,0,112456,49309,161765,0.58,0.41,0.17,0.6,0.39,0.22,0.58,0.39,0.2,188600,110023,72518,0,0,0,48,TX28,54.080421,45.919579,9.7868738,39.657555,2.1646333,2.4713597,116,2018,TX,28,16.96531137,24.97900641,30.84649638,27.20918585,1.016590693,4.191066809,11.45409403,83.33824847,389,4828,0.590718523,0.361457656,0.90591055,0.24480755,0.435301169,0.66678166,0.495242431,0.554003626,0.708771401,Texas 28th,0,1,1,0,1,Sparse suburban,-0.157047191,0.100332742,0.363171047,0.279116277,0.257379933,Suburban,-0.02,-0.472,1,0,0,South,NA
TX-29,0.750631996,0.239162446,117485,1,168,168,0,88188,28098,0.511469549,0.725,0.24,0.485,1,0,1,0.896,0,0.896,131982,95649,31646,46143,41321,0,86053,0,86053,0.62,0.37,0.25,0.66,0.33,0.33,0.71,0.25,0.46,133642,95027,34011,0,0,0,48,TX29,58.3946,41.6054,26.323709,18.128368,6.8138742,7.1286478,116,2018,TX,29,8.252519011,28.26765199,43.00515782,20.47467117,1.660893744,9.877158546,21.49291429,66.96903343,390,4829,0.490474242,0.344465605,0.925559442,0.190568216,0.306976169,0.579504719,0.601781604,0.606965448,0.714265735,Texas 29th,0.0014,0.755548722,0.9986,0.244451278,0.511097443,Dense suburban,0.239875975,0.240334155,0.590634228,0.168573437,0.00045818,Suburban,0.13,-0.411,1,0,1,South,NA
TX-30,0.910522236,0,183174,1,276,276,1,166784,0,1,0.816,0.151,0.665,0.806,0.194,0.612,0.88,0,0.88,208826,170502,31518,105793,93041,0,171059,41222,212281,0.78,0.21,0.57,0.8,0.2,0.6,0.79,0.18,0.61,220711,174528,40333,0,0,0,48,TX30,61.447319,38.552681,26.00561,18.875412,7.0191822,9.5471153,116,2018,TX,30,18.80911755,28.17943257,24.96452065,28.04692924,1.819201874,44.40621436,14.01128529,39.76329847,391,4830,0.406741712,0.532839739,0.887751167,0.157627238,0.31978251,0.475249032,0.755196113,0.740332766,0.854935726,Texas 30th,0,1,1,0,1,Dense suburban,0.113578154,0.130116291,0.62013334,0.233212232,0.016538137,Suburban,0.01,-0.215,1,0,0,South,NA
TX-31,0.47677854,0.505861745,286007,1,106,106,0,136362,144680,-0.029083204,0.365,0.584,-0.219,0.363,0.637,-0.274,0.32,0.641,-0.321,284588,103852,166060,143028,45715,91607,82977,145348,228325,0.43,0.56,-0.13,0.38,0.6,-0.21,0.41,0.54,-0.13,287510,117181,153823,0,0,0,48,TX31,41.352501,58.647499,20.085255,9.8862638,6.0320344,5.348948,116,2018,TX,31,31.61806434,24.10789375,9.261677663,35.01236425,4.047706392,10.9530797,10.87984863,74.11936528,392,4831,0.50380113,0.306882697,0.911184816,0.259602132,0.445925546,0.609132786,0.489263569,0.541066329,0.587791133,Texas 31st,0.9693,0.440535655,0.0307,0.559464345,-0.118928691,Sparse suburban,-0.125744687,0.037719457,0.412717153,0.386099246,0.163464144,Suburban,0.08,0.102,1,0,0,South,-11.36466066
TX-32,0.522701546,0.457517597,275620,1,285,285,0,144067,126101,0.065183949,0,0.711,-0.711,0.404,0.596,-0.192,0.354,0.618,-0.264,229171,0,162868,156096,55325,96495,99288,146653,245941,0.44,0.55,-0.11,0.42,0.57,-0.16,0.49,0.47,0.02,278080,134895,129701,0,1,0,48,TX32,60.831928,39.168072,25.838732,18.556973,7.0550342,9.3811893,116,2018,TX,32,40.67719874,18.27579001,14.22526566,26.82174558,7.258529862,11.2120797,18.42702102,63.10236942,393,4832,0.501720709,0.454113017,0.906920819,0.21048993,0.298040993,0.52228477,0.572875764,0.628393005,0.686448915,Texas 32nd,0.5717,0.494739312,0.4283,0.505260688,-0.010521376,Dense suburban,0.334350489,0.334444575,0.506006278,0.159455062,9.40852E-05,Suburban,0.18,-0.447,1,-1,0,South,1.727100284
TX-33,0.761633564,0.219083406,119224,1,274,274,0,90805,26120,0.542550158,0.737,0.263,0.474,0.738,0.262,0.476,0.865,0,0.865,126369,93147,33222,50592,43769,0,85114,30252,115366,0.69,0.31,0.38,0.72,0.27,0.45,0.73,0.24,0.49,129653,94513,30787,0,0,0,48,TX33,58.409035,41.590965,28.005547,15.080916,7.4222589,7.9003129,116,2018,TX,33,8.689566362,27.27501775,44.01485248,20.02056341,1.933567697,15.56932436,23.8810229,58.61608505,394,4833,0.408659843,0.370532361,0.761387317,0.195662189,0.384250565,0.521528138,0.576227017,0.653686319,0.793118609,Texas 33rd,0,0.778412631,1,0.221587369,0.556825263,Dense suburban,0.240305465,0.243822524,0.586879797,0.165780619,0.003517059,Suburban,0.04,-0.391,1,0,0,South,NA
TX-34,0.599889563,0.400110437,143068,1,284,284,0,85825,57243,0.199779126,0.627,0.373,0.254,0.631,0.369,0.262,0.595,0.386,0.209,166961,104638,62323,79877,47503,30811,89606,52448,142054,0.6,0.39,0.21,0.61,0.38,0.23,0.59,0.38,0.22,171969,101796,64767,0,0,0,48,TX34,53.299305,46.700695,12.54289,35.466717,2.6726837,2.6170149,116,2018,TX,34,13.57384668,26.42376137,35.75579622,24.24659574,0.597567695,1.422205434,10.66959392,87.31063296,395,4834,0.618522327,0.339919638,0.906090722,0.235507696,0.402172068,0.643022035,0.537526431,0.511801324,0.743658908,Texas 34th,0,0.665336419,1,0.334663581,0.330672837,Rural-suburban mix,-0.265625595,0.018740384,0.308560599,0.388333039,0.284365979,Rural,-0.01,0.045,1,0,0,South,NA
TX-35,0.712527117,0.26049251,194067,1,388,388,0,138278,50553,0.452034607,0.631,0.316,0.315,0.666,0.334,0.332,0.625,0.333,0.292,197576,124612,62384,96225,60124,32040,105626,52894,158520,0.63,0.35,0.28,0.63,0.35,0.28,0.64,0.31,0.34,200576,128535,61136,0,0,0,48,TX35,51.001724,48.998276,16.700163,24.11828,5.5974298,4.5858512,116,2018,TX,35,16.12566678,27.7211657,27.44880273,28.70436478,1.452486084,9.449824279,25.66160415,63.43608548,396,4835,0.492399391,0.473076631,0.897186748,0.254114875,0.358683924,0.572619782,0.560555767,0.604719793,0.706732814,Texas 35th,0,0.736958822,1,0.263041178,0.473917645,Dense suburban,0.14173217,0.190561789,0.467927047,0.292681546,0.048829619,Suburban,0.06,0.023,1,0,0,South,NA
